wgEncodeAwgTfbsHaibGm12878Zeb1sc25388V0416102UniPk,"[0.88398761, 0.97576338, 1.0751104, 0.87246811, 1.0188571, 1.018708, 0.99439949, 1.2558491, 1.1931456, 1.1682498, 1.1380692, 1.0094945, 0.38798711, 0.32604867, 0.919792, 1.0131413]"
wgEncodeAwgTfbsHaibGm12891Pax5c20V0416101UniPk,"[1.1065143, 0.99275935, 1.0676488, 0.88364625, 0.83726209, 0.98787177, 1.1224022, 1.1590339, 0.96216553, 0.97148544, 0.91142434, 1.0654647, 1.08073, 1.1079885, 0.96625549, 1.0961102]"
wgEncodeAwgTfbsHaibGm12891Pou2f2Pcr1xUniPk,"[0.95712507, 0.96861356, 0.8722772, 0.94924635, 0.30796558, 0.75084794, 0.78789985, 1.0255802, 0.89853007, 0.78113043, 0.72088069, 0.74902594, 0.7586984, 0.38587448, 0.82644272, 0.87179637]"
wgEncodeAwgTfbsHaibGm12891Pu1Pcr1xUniPk,"[0.88095427, 0.84075105, 0.34569314, 0.80365235, 1.0691102, 0.99180275, 0.98012155, 0.90837359, 0.3425304, 0.80038297, 0.91421461, 0.85183793, 0.73109329, 0.7784611, 0.90382475, 0.8015241]"
wgEncodeAwgTfbsHaibGm12891Yy1sc281V0416101UniPk,"[0.68869436, 0.8221066, 0.91642535, 0.76566482, 0.82162917, 0.84704733, 0.91718173, 0.44669056, 0.75521386, 0.29620907, 0.86587965, 0.83068758, 0.83665842, 0.88263243, 0.8561582, 0.72689295]"
wgEncodeAwgTfbsHaibGm12892Pax5c20V0416101UniPk,"[0.75609678, 0.86440259, 0.94130373, 0.8268947, 1.0668503, 0.72015685, 0.83062726, 0.78135657, 0.70160139, 0.92800629, 0.78282958, 1.2100538, 0.76843256, 0.92533785, 0.85266739, 0.77331412]"
wgEncodeAwgTfbsHaibGm12892Yy1V0416101UniPk,"[1.0004952, 0.72015089, 0.65195084, 0.85548049, 0.84060341, 0.74111831, 0.98920745, 0.43353748, 0.9299314, 0.86620802, 0.41357177, 0.88079745, 0.82733989, 1.0953156, 0.26341644, 0.80709571]"
wgEncodeAwgTfbsHaibH1hescAtf3V0416102UniPk,"[0.67387062, 1.036891, 0.98949629, 0.8823877, 0.7111786, 0.9452762, 0.64653122, 0.42115575, 0.49247631, 0.84565538, 0.814331, 0.91263574, 0.91997629, 0.77001876, 0.75696027, 0.94865763]"
wgEncodeAwgTfbsHaibH1hescCtcfsc5916V0416102UniPk,"[0.36121529, 0.79743242, 0.97631037, 1.0738541, 1.0385368, 0.98277128, 0.61069167, 0.83385193, 0.33980006, 0.48408428, 0.73276019, 1.0327331, 1.1266198, 0.92215925, 0.97090894, 1.2445786]"
wgEncodeAwgTfbsHaibH1hescEgr1V0416102UniPk,"[0.62126589, 0.85123253, 1.2520736, 0.84812963, 0.69437128, 1.0291243, 0.56219947, 0.84128821, 0.92788047, 0.78356695, 0.9457522, 0.89276022, 1.0330862, 1.1479511, 1.0342824, 0.98495519]"
wgEncodeAwgTfbsHaibH1hescFosl1sc183V0416102UniPk,"[0.83513743, 0.9383592, 0.6789887, 0.8216539, 0.80902237, 0.90940714, 0.71281511, 0.74164385, 0.95812899, 0.63908839, 0.76550674, 0.61917937, 0.83944505, 0.92147452, 0.75661695, 0.88735586]"
wgEncodeAwgTfbsHaibH1hescJundV0416102UniPk,"[0.7783103, 0.94739825, 0.38016641, 0.53734547, 1.0794176, 0.71056551, 0.78412741, 0.8222127, 0.52460963, 0.8552224, 0.88527405, 0.90044904, 0.8074196, 0.71341276, 0.93854642, 0.71391129]"
wgEncodeAwgTfbsHaibH1hescNrsfV0416102UniPk,"[0.96854407, 0.96761376, 1.1201268, 1.0105923, 0.48067048, 1.1317331, 0.92738473, 1.1720362, 1.0107111, 0.97979808, 0.52926576, 0.97752219, 0.67605376, 1.0577484, 0.99839133, 1.0773696]"
wgEncodeAwgTfbsHaibH1hescPou5f1sc9081V0416102UniPk,"[0.74637353, 0.79430741, 0.79351121, 0.63580424, 0.81989175, 0.91447371, 0.41790053, 0.82212156, 0.88073927, 0.94727707, 0.4479599, 0.99767745, 0.70077491, 0.86579996, 0.74472505, 0.78990936]"
wgEncodeAwgTfbsHaibH1hescRxraV0416102UniPk,"[0.83622658, 0.94557852, 0.71443611, 0.7024259, 0.81697065, 0.97153592, 0.90809304, 0.78453535, 0.77337927, 0.88673341, 0.89262819, 1.0728246, 0.86201596, 0.83631468, 0.94731063, 0.82707185]"
wgEncodeAwgTfbsHaibH1hescSp1Pcr1xUniPk,"[0.8952511, 1.0063168, 1.1564431, 1.3063574, 0.75509566, 0.76614976, 0.73604852, 0.92790085, 0.8918764, 0.43757102, 0.30310875, 0.52167642, 1.0566765, 1.0739179, 0.77264428, 1.2122082]"
wgEncodeAwgTfbsHaibH1hescSp2V0422111UniPk,"[1.0901656, 0.93313652, 0.9049896, 0.71234208, 0.89932656, 0.6322878, 0.97255141, 1.0230385, 0.794608, 0.86903077, 0.90856194, 0.97864997, 1.0216862, 0.70952857, 0.93385589, 0.95865202]"
wgEncodeAwgTfbsHaibH1hescSp4v20V0422111UniPk,"[0.96416366, 0.93721229, 1.0065626, 1.0024288, 0.75372416, 0.45128316, 0.9720825, 0.81998551, 0.94897401, 0.92883581, 0.6600104, 1.1288015, 0.52436662, 1.1091572, 0.95948637, 0.50009191]"
wgEncodeAwgTfbsHaibH1hescSrfPcr1xUniPk,"[0.89443183, 0.85133559, 0.34960395, 0.99016708, 0.83337408, 0.83254099, 0.8355664, 0.90739143, 0.83445299, 0.43838894, 0.53093708, 0.82624274, 0.88589811, 0.95807302, 0.90917188, 0.79672807]"
wgEncodeAwgTfbsHaibH1hescTcf12Pcr1xUniPk,"[1.0851234, 0.804528, 1.0096809, 1.0718529, 1.0512677, 0.79801285, 1.1175023, 1.1474028, 0.97897983, 0.51157069, 1.0209697, 0.87268823, 0.18426999, 0.90420502, 0.99025452, 1.1252301]"
wgEncodeAwgTfbsHaibH1hescTead4sc101184V0422111UniPk,"[0.3829776, 0.66952109, 0.77165103, 0.82003516, 0.7753647, 0.35893169, 0.29967988, 0.88815224, 1.0784205, 0.72120172, 0.994914, 0.84522659, 0.92965263, 0.92764163, 0.87605703, 0.79298049]"
wgEncodeAwgTfbsHaibH1hescUsf1Pcr1xUniPk,"[1.044266, 1.0249552, 0.29379037, 0.97711128, 0.90072823, 1.1091282, 0.3296701, 1.0003401, 1.0470948, 0.97896981, 1.061464, 1.0972488, 1.0421126, 1.0956585, 1.00385, 0.98598218]"
wgEncodeAwgTfbsHaibH1hescYy1sc281V0416102UniPk,"[0.83694547, 0.78666449, 0.94124609, 0.73014921, 0.71985716, 0.93144411, 0.3381891, 0.69251382, 0.4171727, 0.89214987, 0.91219431, 0.88079941, 0.90407962, 0.89569074, 0.88986224, 0.36566052]"
wgEncodeAwgTfbsHaibHct116Yy1sc281V0416101UniPk,"[0.78801721, 0.88269585, 0.86676615, 0.92415065, 0.76283056, 0.68847793, 0.74609262, 0.76236808, 0.25002208, 0.93560797, 0.80008161, 0.31462589, 1.0418541, 0.87984312, 0.72453493, 0.78284913]"
wgEncodeAwgTfbsHaibHct116Zbtb33V0416101UniPk,"[0.85698014, 0.80099142, 0.8097434, 0.59733599, 0.36468902, 1.0261908, 1.0169772, 0.92428559, 0.97809851, 0.65524817, 1.04574, 0.62150943, 0.73309511, 0.8785032, 0.92163557, 0.70619452]"
wgEncodeAwgTfbsHaibHelas3NrsfPcr1xUniPk,"[0.86764961, 0.82884431, 0.87872559, 0.90416396, 0.90644979, 0.84791237, 0.87327909, 0.86633772, 0.60417265, 0.86141896, 0.92090487, 0.86616671, 0.85218763, 0.54076737, 1.0000007, 0.63470685]"
wgEncodeAwgTfbsHaibHepg2Atf3V0416101UniPk,"[0.68223602, 0.8784526, 0.81766564, 0.69159096, 0.63723445, 0.69544053, 0.75284165, 0.66779333, 0.74606001, 0.92795563, 0.72099787, 0.88025755, 0.57736707, 0.79081452, 0.87577134, 0.83790988]"
